date,account_value,unrealized_pnl,total_value,open_positions,trades_entered_today,returns,cummax,drawdown
2020-05-27 12:00:00,151755.59540246992,0.0,151755.59540246992,1,1,0.0020680478772776567,155060.5474485675,-0.02131394542634261
2020-05-28 12:00:00,151754.29540246993,-13.238879714822982,151741.0565227551,2,1,-9.580457100288875e-05,155060.5474485675,-0.021407708023947532
2020-05-29 12:00:00,151752.99540246994,-1.75440163076086,151751.2410008392,3,1,6.711748499377279e-05,155060.5474485675,-0.0213420273704759
2020-06-01 12:00:00,151751.69540246995,46.14764840093608,151797.8430508709,4,1,0.0003070950176378151,155060.5474485675,-0.021041486383109865
2020-06-02 12:00:00,151750.39540246996,159.5187789588102,151909.9141814288,5,1,0.0007382919829785894,155060.5474485675,-0.020318729160837958
2020-06-03 12:00:00,152161.09384516775,0.0,152161.09384516775,1,1,0.0016534777541838963,155060.5474485675,-0.018698847973314885
2020-06-04 12:00:00,152161.09384516775,-34.823015257132624,152126.27082991062,1,0,-0.00022885623635549024,155060.5474485675,-0.018923424861698984
2020-06-05 12:00:00,152262.5037619366,0.0,152262.5037619366,1,1,0.0008955253506364169,155060.5474485675,-0.01804484591774703
2020-06-08 12:00:00,152261.2037619366,73.27820817840202,152334.481970115,2,1,0.00047272444889623344,155060.5474485675,-0.017580651708692687
2020-06-09 12:00:00,152259.9037619366,-34.20553221877083,152225.69822971785,3,1,-0.000714111073148227,155060.5474485675,-0.018282208243782613
2020-06-10 12:00:00,152258.60376193663,-183.64450539347547,152074.95925654314,4,1,-0.0009902334160900583,155060.5474485675,-0.019254338006349774
2020-06-11 12:00:00,151728.43345980474,-1520.7933288179572,150207.64013098678,3,0,-0.012278938851505994,155060.5474485675,-0.03129685401884957
2020-06-12 12:00:00,151728.43345980474,-1404.145000279641,150324.2884595251,3,0,0.0007765805283712623,155060.5474485675,-0.03054457801790867
2020-06-15 12:00:00,151728.43345980474,-1220.3928502132305,150508.04060959152,3,0,0.00122237166029171,155060.5474485675,-0.029359543184161684
2020-06-16 12:00:00,151728.43345980474,-621.208334831384,151107.22512497337,3,0,0.003981079767931384,155060.5474485675,-0.02549534609959645
2020-06-17 12:00:00,151728.43345980474,-803.6094834306599,150924.8239763741,3,0,-0.001207097466374818,155060.5474485675,-0.026671668198290078
2020-06-18 12:00:00,150886.45874188203,0.0,150886.45874188203,0,0,-0.0002542009556893987,155060.5474485675,-0.026919089190433686
2020-06-19 12:00:00,150886.45874188203,0.0,150886.45874188203,0,0,0.0,155060.5474485675,-0.026919089190433686
2020-06-22 12:00:00,150886.45874188203,0.0,150886.45874188203,0,0,0.0,155060.5474485675,-0.026919089190433686
2020-06-23 12:00:00,150886.45874188203,0.0,150886.45874188203,0,0,0.0,155060.5474485675,-0.026919089190433686
2020-06-24 12:00:00,150886.45874188203,0.0,150886.45874188203,0,0,0.0,155060.5474485675,-0.026919089190433686
2020-06-25 12:00:00,150886.45874188203,0.0,150886.45874188203,0,0,0.0,155060.5474485675,-0.026919089190433686
2020-06-26 12:00:00,150886.45874188203,0.0,150886.45874188203,0,0,0.0,155060.5474485675,-0.026919089190433686
2020-06-29 12:00:00,150886.45874188203,0.0,150886.45874188203,0,0,0.0,155060.5474485675,-0.026919089190433686
2020-06-30 12:00:00,150886.45874188203,0.0,150886.45874188203,0,0,0.0,155060.5474485675,-0.026919089190433686
