dte,short_delta,strike_width,profit_target,stop_loss,dte_min,initial_capital,final_value,total_pnl,total_return_pct,annualized_return_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,volatility_pct,total_trades,winning_trades,losing_trades,win_rate_pct,avg_win,avg_loss,largest_win,largest_loss,profit_factor,avg_days_in_trade,positive_months,total_months,positive_months_pct,best_month_pct,worst_month_pct,avg_monthly_return_pct,below_min_trades,stability_score,stability_n
21,0.3299999999999999,15,0.9,0.3,5,150000,217656.04007900483,67656.04007900483,45.10402671933655,6.4496049394184185,0.6351840747633217,0.6713248421586268,-15.156299398799286,0.4255395574944481,7.09625316421121,1214,925,289,76.19439868204283,210.7849928913627,-437.3006344851213,325.20227077903274,-859.2304897080902,1.5427781165104029,14.804777594728172,48,71,67.6056338028169,4.740590961869806,-4.675647592578736,0.5500635335564874,,0.5812499705010852,59
21,0.35,10,0.8,0.3,5,150000,203876.42455272668,53876.42455272668,35.91761636848445,5.287159451363355,0.6334707090563448,0.7082847808842385,-10.491131507366722,0.5039646531597461,5.195479402932386,1210,893,317,73.80165289256199,168.6530503264207,-301.2671577174647,262.9203153932366,-630.668494463647,1.5770105798559608,13.183471074380163,47,71,66.19718309859155,3.1381312713205656,-3.61104983861974,0.4471458635501353,,0.5576936579884244,52
30,0.3299999999999999,10,0.8,0.3,5,150000,207851.42069644024,57851.42069644024,38.56761379762683,5.629036041073765,0.6281879169429073,0.723229110047574,-12.795687597801688,0.4399166514537944,5.809507775143256,1290,971,319,75.27131782945736,158.73596289448994,-297.9360492708886,233.69644366210943,-555.2906641272249,1.621738485345693,17.0968992248062,46,71,64.7887323943662,3.24156346279032,-3.307949636846041,0.4780472052970346,,0.526946571267585,46
27,0.35,20,0.9,0.3,5,150000,236924.6198707088,86924.61987070876,57.94974658047251,7.976429283402386,0.628104865554,0.6806206387657595,-20.364337821076507,0.3916861600649253,9.812736372824716,1256,957,299,76.19426751592357,269.83431557199555,-571.7666207251063,406.4443038557824,-1242.6420786034157,1.510494439000481,18.546178343949045,46,71,64.7887323943662,5.844662071482709,-6.456560696494629,0.6943727718480911,,0.5864884232355699,12
27,0.3299999999999999,10,0.7,0.3,5,150000,204370.644437332,54370.644437332,36.24709629155466,5.329966065265435,0.6271274971977173,0.723126736194683,-11.334323889950175,0.470250022587705,5.323593016563813,1282,995,287,77.61310452418097,144.73007846567796,-307.5375915265145,213.8379189518836,-555.2906641272249,1.631555203564774,14.485959438377536,46,71,64.7887323943662,3.0238463966541174,-3.251506244440383,0.4516041082147415,,0.4971315106157249,42
24,0.3299999999999999,10,0.9,0.3,9,150000,198525.41152667563,48525.41152667563,32.350274351117086,4.81806786927681,0.6266471850211125,0.7264578285430758,-8.02042100076833,0.600725057801237,4.483818063035264,1230,890,340,72.35772357723577,143.40493577934882,-229.9530322406383,233.73700528539436,-630.668494463647,1.6324355661062258,13.789430894308945,47,71,66.19718309859155,2.3900488351963345,-2.7656122517367043,0.4055892103682622,,0.5039500782221302,27
30,0.35,15,0.9,0.3,5,150000,225348.7675365173,75348.76753651726,50.2325116910115,7.0721579379094734,0.6171439547566119,0.678610084136743,-16.89820142189297,0.4185154242952109,8.415769618368582,1269,933,336,73.5224586288416,237.82288528405,-434.5351564290208,347.57620659765934,-1078.8867101960434,1.519746286615662,19.23089046493302,45,71,63.38028169014085,4.872782994549962,-5.828020630348119,0.6124727242635568,,0.5827882852826576,31
30,0.31,10,0.9,0.3,5,150000,208303.6353428868,58303.63534288682,38.86909022859121,5.667584055571195,0.6168980382018507,0.6857343644845043,-12.31218191527261,0.4603232875028314,5.992717335556826,1300,983,317,75.61538461538461,155.18173930716353,-293.7878161439462,228.133417416791,-654.6852218155752,1.6379516954053197,19.22615384615385,47,71,66.19718309859155,3.3981839876022546,-3.87581820242463,0.4808015353404559,,0.4953220514360254,24
27,0.35,20,0.9,0.30000000000000004,5,150000,235836.02512178707,85836.02512178707,57.224016747858045,7.892977310045035,0.6107600130354437,0.5790817117520966,-20.120441292523214,0.3922864909020697,9.99812187386828,1368,1019,349,74.48830409356725,280.39813141793906,-567.6540710404734,377.5135091886779,-1842.0024905416474,1.4422485645112275,22.04093567251462,45,71,63.38028169014085,6.845557720251039,-8.510683731958002,0.6971860314881868,,0.4999665467058803,34
21,0.35,15,0.9,0.4,5,150000,220249.89613198343,70249.89613198346,46.83326408798897,6.661536667206702,0.6106779433612649,0.656107849118081,-17.858740050020774,0.3730126900637065,7.792063810136835,1209,929,280,76.84036393713814,224.6650577149041,-491.1748125209168,347.9393021776071,-1167.1393835116612,1.5175993301937962,15.399503722084368,48,71,67.6056338028169,4.668996968800232,-5.22865009917145,0.5712080552177266,,0.6093289069977512,40
